WordId,Word,TestId,Stem
0,issue,3,issu
1,modify,3,modifi
2,establish,3,establish
3,concept,3,concept
4,overall,3,overal
5,assess,3,assess
6,whereas,3,wherea
7,predict,3,predict
8,adjust,3,adjust
9,approach,3,approach
10,contrast,3,contrast
11,method,3,method
12,instance,3,instanc
13,substitute,3,substitut
14,fundamental,3,fundament
15,adequate,3,adequ
16,context,3,context
17,stress,3,stress
18,sufficient,3,suffici
19,consume,3,consum
20,register,3,regist
21,nevertheless,3,nevertheless
22,Magoosh TOEFL,3,magoosh toefl
23,select,3,select
24,hence,3,henc
25,brief,3,brief
26,accurate,3,accur
27,theory,3,theori
28,identify,3,identifi
29,feature,3,featur
30,project,3,project
31,despite,3,despit
32,furthermore,3,furthermor
33,constant,3,constant
34,hypothesis,3,hypothesi
35,capable,3,capabl
36,analyze,3,analyz
37,significant,3,signific
38,function,3,function
39,restrict,3,restrict
40,involve,3,involv
41,indicate,3,indic
42,emphasize,3,emphas
43,investigate,3,investig
44,demonstrate,3,demonstr
45,trend,3,trend
46,lecture,3,lectur
47,data,3,data
48,assume,3,assum
49,illustrate,3,illustr
50,require,3,requir
51,react,3,react
52,complex,3,complex
53,comment,3,comment
54,achieve,3,achiev
55,participate,3,particip
56,expand,3,expand
57,obvious,3,obviou
58,maximize,3,maxim
59,respond,3,respond
60,acquire,3,acquir
61,affect,3,affect
62,period,3,period
63,challenge,3,challeng
64,available,3,avail
65,occur,3,occur
66,assist,3,assist
67,transfer,3,transfer
68,consequence,3,consequ
69,evident,3,evid
70,access,3,access
71,relevant,3,relev
72,conduct,3,conduct
73,section,3,section
74,specify,3,specifi
75,region,3,region
76,previous,3,previou
77,mental,3,mental
78,minor,3,minor
79,source,3,sourc
80,circumstance,3,circumst
81,research,3,research
82,reject,3,reject
83,resolve,3,resolv
84,remove,3,remov
85,maintain,3,maintain
86,construct,3,construct
87,imply,3,impli
88,Magoosh TOEFL Blog,3,magoosh toefl blog
89,contact,3,contact
90,culture,3,cultur
91,individual,3,individu
92,resource,3,resourc
93,strategy,3,strategi
94,physical,3,physic
95,evaluate,3,evalu
96,occupy,3,occupi
97,focus,3,focu
98,label,3,label
99,primary,3,primari
100,major,3,major
101,rely,3,reli
102,potential,3,potenti
103,annual,3,annual
104,debate,3,debat
105,shift,3,shift
106,labor,3,labor
107,contribute,3,contribut
108,vary,3,vari
109,range,3,rang
110,site,3,site
111,interpret,3,interpret
112,notion,3,notion
113,link,3,link
114,aware,3,awar
115,philosophy,3,philosophi
116,network,3,network
117,equivalent,3,equival
118,distribute,3,distribut
119,obtain,3,obtain
120,role,3,role
121,attitude,3,attitud
122,estimate,3,estim
123,enable,3,enabl
124,invest,3,invest
125,attribute,3,attribut
126,expose,3,expos
127,correspond,3,correspond
128,tradition,3,tradit
129,status,3,statu
130,conflict,3,conflict
131,prior,3,prior
132,distinct,3,distinct
133,sustain,3,sustain
134,Magoosh Free Trial,3,magoosh free tri
135,regulate,3,regul
136,concentrate,3,concentr
137,considerable,3,consider
138,decline,3,declin
139,alternative,3,altern
140,reside,3,resid
141,benefit,3,benefit
142,community,3,commun
143,layer,3,layer
144,administration,3,administr
145,secure,3,secur
146,internal,3,intern
147,authority,3,author
148,stable,3,stabl
149,absent,3,absent
150,downfall,3,downfal
151,consent,3,consent
152,migrate,3,migrat
153,prestigious,3,prestigi
154,hazard,3,hazard
155,gratify,3,gratifi
156,linger,3,linger
157,impose,3,impos
158,persist,3,persist
159,compel,3,compel
160,specimen,3,specimen
161,hierarchy,3,hierarchi
162,foster,3,foster
163,defective,3,defect
164,ornamental,3,ornament
165,advocate,3,advoc
166,overwhelm,3,overwhelm
167,momentum,3,momentum
168,drawback,3,drawback
169,reconcile,3,reconcil
170,endeavor,3,endeavor
171,convey,3,convey
172,complement,3,complement
173,readily,3,readili
174,rigid,3,rigid
175,controversy,3,controversi
176,ambiguous,3,ambigu
177,scarce,3,scarc
178,coherent,3,coher
179,tint,3,tint
180,era,3,era
181,deter,3,deter
182,via,3,via
183,emit,3,emit
184,perpetual,3,perpetu
185,overcome,3,overcom
186,constraint,3,constraint
187,tentative,3,tent
188,elegant,3,eleg
189,culminate,3,culmin
190,concede,3,conced
191,displace,3,displac
192,convoluted,3,convolut
193,bulky,3,bulki
194,vast,3,vast
195,conform,3,conform
196,warp,3,warp
197,overlap,3,overlap
198,preemptive,3,preemptiv
199,extract,3,extract
200,eccentric,3,eccentr
201,indifference,3,indiffer
202,persevere,3,persever
203,courteous,3,courteou
204,sketch,3,sketch
205,distort,3,distort
206,conducive,3,conduc
207,coincide,3,coincid
208,extravagant,3,extravag
209,crude,3,crude
210,roam,3,roam
211,abrupt,3,abrupt
212,abundant,3,abund
213,shimmer,3,shimmer
214,defiant,3,defiant
215,disparate,3,dispar
216,trigger,3,trigger
217,extinct,3,extinct
218,demolish,3,demolish
219,revolutionary,3,revolutionari
220,provided,3,provid
221,complementary,3,complementari
222,controversial,3,controversi
223,integral,3,integr
224,inclination,3,inclin
225,protocol,3,protocol
226,robust,3,robust
227,widespread,3,widespread
228,endure,3,endur
229,mend,3,mend
230,disperse,3,dispers
231,foe,3,foe
232,resent,3,resent
233,cling,3,cling
234,durable,3,durabl
235,impending,3,impend
236,persistent,3,persist
237,stunning,3,stun
238,devoid,3,devoid
239,obscure,3,obscur
240,impartial,3,imparti
241,dusk,3,dusk
242,impede,3,imped
243,deduce,3,deduc
244,phase,3,phase
245,retain,3,retain
246,welfare,3,welfar
247,exclude,3,exclud
248,derive,3,deriv
249,generate,3,gener
250,impact,3,impact
251,principle,3,principl
252,component,3,compon
253,pursue,3,pursu
254,entity,3,entiti
255,coordinate,3,coordin
256,monitor,3,monitor
257,perspective,3,perspect
258,integrate,3,integr
259,seek,3,seek
260,orient,3,orient
261,consist,3,consist
262,external,3,extern
263,emerge,3,emerg
264,constitute,3,constitut
265,framework,3,framework
266,commit,3,commit
267,diverse,3,divers
268,enforce,3,enforc
269,criteria,3,criteria
270,discrete,3,discret
271,valid,3,valid
272,justify,3,justifi
273,perceive,3,perceiv
274,aspect,3,aspect
275,core,3,core
276,capacity,3,capac
277,constrain,3,constrain
278,institute,3,institut
279,policy,3,polici
280,apparent,3,appar
281,facilitate,3,facilit
282,grant,3,grant
283,factor,3,factor
284,scheme,3,scheme
285,compensate,3,compens
286,Magoosh Video Lessons,3,magoosh video lesson
287,proportion,3,proport
288,subsequent,3,subsequ
289,underlying,3,underli
290,area,3,area
291,recede,3,reced
292,tedious,3,tediou
293,anomaly,3,anomali
294,fatigue,3,fatigu
295,sloping,3,slope
296,detrimental,3,detriment
297,secrete,3,secret
298,pale,3,pale
299,compulsory,3,compulsori
300,twilight,3,twilight
301,transitory,3,transitori
302,meticulous,3,meticul
303,dynamic,3,dynam
304,induce,3,induc
305,propagate,3,propag
306,congregate,3,congreg
307,strive,3,strive
308,rustic,3,rustic
309,exhaustive,3,exhaust
310,encroach,3,encroach
311,blunt,3,blunt
312,grave,3,grave
313,preposterous,3,preposter
314,delusion,3,delus
315,cherish,3,cherish
316,mundane,3,mundan
317,fraudulent,3,fraudul
318,illusory,3,illusori
319,astute,3,astut
320,analogous,3,analog
321,probe,3,probe
322,dissipate,3,dissip
323,covert,3,covert
324,entice,3,entic
325,perplex,3,perplex
326,instrumental,3,instrument
327,ailment,3,ailment
328,carve,3,carv
329,outgoing,3,outgo
330,jolt,3,jolt
331,incentive,3,incent
332,fluctuate,3,fluctuat
333,plead,3,plead
334,append,3,append
335,relic,3,relic
336,strenuous,3,strenuou
337,vanquish,3,vanquish
338,successor,3,successor
339,counterpart,3,counterpart
340,vivid,3,vivid
341,fracture,3,fractur
342,pivotal,3,pivot
343,endorse,3,endors
344,elicit,3,elicit
345,implausible,3,implaus
346,feasible,3,feasibl
347,scores,3,score
348,analogy,3,analog
349,obsolete,3,obsolet
350,outlook,3,outlook
351,consensus,3,consensu
352,superfluous,3,superflu
353,irrevocable,3,irrevoc
354,ragged,3,rag
355,invoke,3,invok
356,barren,3,barren
357,harness,3,har
358,brisk,3,brisk
359,striking,3,strike
360,serene,3,seren
361,remnant,3,remnant
362,futile,3,futil
363,eradicate,3,erad
364,waive,3,waiv
365,upheaval,3,upheav
366,profound,3,profound
367,affluent,3,affluent
368,potent,3,potent
369,turbulent,3,turbul
370,tenacious,3,tenaci
371,apprehension,3,apprehens
372,faint,3,faint
373,apathetic,3,apathet
374,intersperse,3,interspers
375,synthesize,3,synthes
376,derivative,3,deriv
377,clumsy,3,clumsi
378,rugged,3,rug
379,cozy,3,cozi
380,meager,3,meager
381,paradox,3,paradox
382,colossal,3,coloss
383,ingenuity,3,ingenu
384,prevail,3,prevail
385,viable,3,viabl
386,devise,3,devis
387,rural,3,rural
388,predominant,3,predomin
389,desist,3,desist
390,shred,3,shred
391,sheer,3,sheer
392,fasten,3,fasten
393,ensue,3,ensu
394,innate,3,innat
395,arduous,3,arduou
396,medium,3,medium
397,hue,3,hue
398,adjacent,3,adjac
399,refute,3,refut
400,confer,3,confer
401,stall,3,stall
402,esteem,3,esteem
403,elude,3,elud
404,intrinsic,3,intrins
405,conspicuous,3,conspicu
406,prevalent,3,preval
407,ominous,3,omin
408,oversee,3,overse
409,drowsy,3,drowsi
410,apathy,3,apathi
411,liable,3,liabl
412,calamity,3,calam
413,incline,3,inclin
414,proliferate,3,prolifer
415,secluded,3,seclud
416,vicarious,3,vicari
417,tame,3,tame
418,oblong,3,oblong
419,procure,3,procur
420,abstain,3,abstain
421,dreary,3,dreari
422,perpetuate,3,perpetu
423,blatant,3,blatant
424,fragrant,3,fragrant
425,plausible,3,plausibl
426,jagged,3,jag
427,comprise,3,compris
428,evade,3,evad
429,subsume,3,subsum
430,undermine,3,undermin
431,diffuse,3,diffus
432,thrive,3,thrive
433,overshadow,3,overshadow
434,urbane,3,urban
435,erode,3,erod
436,morph,3,morph
437,so-called,3,so-cal
438,craze,3,craze
439,hamper,3,hamper
440,ruthless,3,ruthless
441,wane,3,wane
442,nuance,3,nuanc
443,baffle,3,baffl
444,excavate,3,excav
445,offset,3,offset
446,irrefutable,3,irrefut
447,despondent,3,despond
448,forge,3,forg
449,forgo,3,forgo
450,seasoned,3,season
451,dwell,3,dwell
452,convene,3,conven
453,swivel,3,swivel
454,apt,3,apt
455,rife,3,rife
456,lull,3,lull
457,profuse,3,profus
458,flourish,3,flourish
459,plague,3,plagu
460,beckon,3,beckon
461,inept,3,inept
462,overt,3,overt
463,exacting,3,exact
464,indigenous,3,indigen
465,trivial,3,trivial
466,celebrated,3,celebr
467,strife,3,strife
468,fastidious,3,fastidi
469,abolish,3,abolish
470,rebound,3,rebound
471,infinitesimal,3,infinitesim
472,impetus,3,impetu
473,hinder,3,hinder
474,lavish,3,lavish
475,drench,3,drench
476,thwart,3,thwart
477,elective,3,elect
478,pseudonym,3,pseudonym
479,brittle,3,brittl
480,marked,3,mark
481,accrete,3,accret
482,augment,3,augment
483,jeopardy,3,jeopardi
484,feeble,3,feebl
485,dwelling,3,dwell
486,bleak,3,bleak
487,lure,3,lure
488,hoist,3,hoist
489,prolific,3,prolif
490,wares,3,ware
491,coax,3,coax
492,forage,3,forag
493,adverse,3,advers
494,erratic,3,errat
495,juxtapose,3,juxtapos
496,fable,3,fabl
497,deplete,3,deplet
498,verge,3,verg
499,wary,3,wari
500,gaudy,3,gaudi
501,adept,3,adept
502,seep,3,seep
503,telling,3,tell
504,pressing,3,press
505,sever,3,sever
506,haphazard,3,haphazard
507,advent,3,advent
508,tactful,3,tact
509,minute,3,minut
510,torrent,3,torrent
511,avert,3,avert
512,arid,3,arid
513,ornate,3,ornat
514,quaint,3,quaint
515,sound,3,sound
516,undergo,3,undergo
517,elusive,3,elus
518,drought,3,drought
519,wither,3,wither
520,indignant,3,indign
521,innocuous,3,innocu
522,levy,3,levi
523,paramount,3,paramount
524,banish,3,banish
525,fuse,3,fuse
526,cope,3,cope
527,prose,3,prose
528,adorn,3,adorn
529,disingenuous,3,disingenu
530,salvage,3,salvag
531,remote,3,remot
532,murky,3,murki
533,retract,3,retract
534,foremost,3,foremost
535,mushroom,3,mushroom
536,incessant,3,incess
537,inexorable,3,inexor
538,forthcoming,3,forthcom
539,involved,3,involv
540,eerie,3,eeri
541,spearhead,3,spearhead
542,facet,3,facet
543,qualify,3,qualifi
544,thaw,3,thaw
545,spawn,3,spawn
546,peril,3,peril
547,dismal,3,dismal
548,raze,3,raze
549,endow,3,endow
550,exacerbate,3,exacerb
551,uphold,3,uphold
552,notwithstanding,3,notwithstand
553,adhere,3,adher
554,aroma,3,aroma
555,grueling,3,gruel
556,hurl,3,hurl
557,knack,3,knack
558,bombard,3,bombard
559,audacious,3,audaci
560,apex,3,apex
561,trappings,3,trap
562,lucid,3,lucid
563,barter,3,barter
564,catalyst,3,catalyst
565,depress,3,depress
566,dubious,3,dubiou
567,supplant,3,supplant
568,hazy,3,hazi
569,lurk,3,lurk
570,dwindle,3,dwindl
571,fleeting,3,fleet
572,vessel,3,vessel
573,cull,3,cull
574,pretext,3,pretext
575,cohesive,3,cohes
576,spur,3,spur
577,crave,3,crave
578,trickle,3,trickl
579,overlook,3,overlook
580,morale,3,moral
581,propulsion,3,propuls
582,savage,3,savag
583,aggravating,3,aggrav
584,amusement,3,amus
585,conceivably,3,conceiv
586,convert,3,convert
587,curative,3,cur
588,debilitating,3,debilit
589,finite,3,finit
590,security,3,secur
591,toxic,3,toxic
592,tranquility,3,tranquil
593,trap,3,trap
594,undeniably,3,undeni
595,underestimated,3,underestim
596,acknowledge,3,acknowledg
597,assimilate,3,assimil
598,assortment,3,assort
599,caliber,3,calib
600,condensed,3,condens
601,contradictory,3,contradictori
602,disregard,3,disregard
603,precious,3,preciou
604,prominent,3,promin
605,requisite,3,requisit
606,unravel,3,unravel
607,vague,3,vagu
608,volume,3,volum
609,charisma,3,charisma
610,clever,3,clever
611,convince,3,convinc
612,forfeit,3,forfeit
613,precarious,3,precari
614,severe,3,sever
615,sporadic,3,sporad
616,superior,3,superior
617,wanton,3,wanton
618,weak,3,weak
619,wisdom,3,wisdom
620,witticism,3,wittic
621,woo,3,woo
622,briefly,3,briefli
623,circulate,3,circul
624,consistently,3,consist
625,exhibit,3,exhibit
626,found,3,found
627,improperly,3,improperli
628,impulsively,3,impuls
629,infrequently,3,infrequ
630,isolated,3,isol
631,overtly,3,overtli
632,profoundly,3,profoundli
633,sharply,3,sharpli
634,situated,3,situat
635,subsequently,3,subsequ
636,unmistakable,3,unmistak
637,chaotic,3,chaotic
638,characteristic,3,characterist
639,exemplify,3,exemplifi
640,gratifying,3,gratifi
641,launch,3,launch
642,legitimate,3,legitim
643,particular,3,particular
644,radiant,3,radiant
645,ridge,3,ridg
646,span,3,span
647,spontaneous,3,spontan
648,stream,3,stream
649,aptly,3,aptli
650,demonstration,3,demonstr
651,ingredients,3,ingredi
652,involuntarily,3,involuntarili
653,marvel,3,marvel
654,measurable,3,measur
655,moderate,3,moder
656,odd,3,odd
657,reflection,3,reflect
658,supposedly,3,supposedli
659,sustained,3,sustain
660,symbols,3,symbol
661,synthesis,3,synthesi
662,tangible,3,tangibl
663,tightly,3,tightli
664,affordable,3,afford
665,contaminated,3,contamin
666,discernible,3,discern
667,flourishing,3,flourish
668,mediorce,3,mediorc
669,negligible,3,neglig
670,parallel,3,parallel
671,peculiar,3,peculiar
672,remarkable,3,remark
673,scattered,3,scatter
674,solid,3,solid
675,somewhat,3,somewhat
676,approximately,3,approxim
677,formidable,3,formid
678,intrusive,3,intrus
679,periodic,3,period
680,prone,3,prone
681,prophetic,3,prophet
682,proportions,3,proport
683,reliably,3,reliabl
684,reluctantly,3,reluctantli
685,renown,3,renown
686,triumph,3,triumph
687,revive,3,reviv
688,account,3,account
689,archaic,3,archaic
690,hasten,3,hasten
691,inactive,3,inact
692,intricate,3,intric
693,magnitude,3,magnitud
694,oblige,3,oblig
695,poll,3,poll
696,practical,3,practic
697,prompt,3,prompt
698,enlighten,3,enlighten
699,provoke,3,provok
700,motion,3,motion
701,partisan,3,partisan
702,pattern,3,pattern
703,phenomena,3,phenomena
704,philanthropic,3,philanthrop
705,placid,3,placid
706,plentiful,3,plenti
707,reaction,3,reaction
708,rhythm,3,rhythm
709,scenic,3,scenic
710,sheltered,3,shelter
711,vanishing,3,vanish
712,shallow,3,shallow
713,gather,3,gather
714,accentuate,3,accentu
715,disguise,3,disguis
716,initiate,3,initi
717,innovative,3,innov
718,narrate,3,narrat
719,omit,3,omit
720,outlandish,3,outlandish
721,partially,3,partial
722,pass,3,pass
723,portray,3,portray
724,streamline,3,streamlin
725,obselete,3,obselet
726,indifferent,3,indiffer
727,varied,3,vari
728,unbiased,3,unbias
729,suspect,3,suspect
730,relate,3,relat
731,opposition,3,opposit
732,novel,3,novel
733,normally,3,normal
734,investigation,3,investig
735,fabricate,3,fabric
736,antiquated,3,antiqu
737,evolve,3,evolv
738,transform,3,transform
739,absurd,3,absurd
740,allocation,3,alloc
741,balanced,3,balanc
742,fallacious,3,fallaci
743,lack,3,lack
744,limber,3,limber
745,means,3,mean
746,narrow,3,narrow
747,preconception,3,preconcept
748,steady,3,steadi
749,swift,3,swift
750,presumably,3,presum
751,nominal,3,nomin
752,inundate,3,inund
753,intentionally,3,intent
754,instantly,3,instantli
755,inordinate,3,inordin
756,gradually,3,gradual
757,documented,3,document
758,discreetly,3,discreetli
759,delighted,3,delight
760,confidential,3,confidenti
761,agitate,3,agit
762,conscientious,3,conscienti
763,encompass,3,encompass
764,expansion,3,expans
765,inadvertently,3,inadvert
766,inevitable,3,inevit
767,infancy,3,infanc
768,systematically,3,systemat
769,unlikely,3,unlik
770,unwarranted,3,unwarr
771,zenith,3,zenith
772,heighten,3,heighten
773,retrieve,3,retriev
774,come across,3,come across
775,mimic,3,mimic
776,highlight,3,highlight
777,evoke,3,evok
778,crucial,3,crucial
779,dignitary,3,dignitari
780,exhaust,3,exhaust
781,extensive,3,extens
782,face,3,face
783,idol,3,idol
784,oblivious,3,oblivi
785,obviously,3,obvious
786,offensive,3,offens
787,predictably,3,predict
788,suitable,3,suitabl
789,ample,3,ampl
790,defy,3,defi
791,diligent,3,dilig
792,enact,3,enact
793,feign,3,feign
794,fertile,3,fertil
795,freshly,3,freshli
796,indiscriminate,3,indiscrimin
797,selective,3,select
798,spacious,3,spaciou
799,withstand,3,withstand
800,gain,3,gain
801,halt,3,halt
802,handle,3,handl
803,harbor,3,harbor
804,harmful,3,harm
805,insignificant,3,insignific
806,mysterious,3,mysteri
807,perilous,3,peril
808,promote,3,promot
809,redundant,3,redund
810,substantial,3,substanti
811,trait,3,trait
812,dominant,3,domin
813,dormant,3,dormant
814,drab,3,drab
815,dramatic,3,dramat
816,eclectic,3,eclect
817,elaborate,3,elabor
818,exceptional,3,except
819,hazardous,3,hazard
820,minuscule,3,minuscul
821,prime,3,prime
822,rudimentary,3,rudimentari
823,skeptical,3,skeptic
824,superficial,3,superfici
825,vigorous,3,vigor
826,amenity,3,amen
827,element,3,element
828,elementary,3,elementari
829,eliminate,3,elimin
830,encircle,3,encircl
831,exaggerate,3,exagger
832,mention,3,mention
833,release,3,releas
834,blind,3,blind
835,broaden,3,broaden
836,burgeon,3,burgeon
837,conspicuously,3,conspicu
838,enormous,3,enorm
839,entirely,3,entir
840,evaporate,3,evapor
841,noteworthy,3,noteworthi
842,recover,3,recov
843,reportedly,3,reportedli
844,susceptible,3,suscept
845,clarify,3,clarifi
846,conceal,3,conceal
847,confirm,3,confirm
848,convenient,3,conveni
849,critical,3,critic
850,eventually,3,eventu
851,prosperous,3,prosper
852,purposefully,3,purpos
853,reveal,3,reveal
854,scarcely,3,scarc
855,theoretically,3,theoret
856,accelerate,3,acceler
857,creep,3,creep
858,crush,3,crush
859,cultivate,3,cultiv
860,dictate,3,dictat
861,distinguish,3,distinguish
862,engender,3,engend
863,engross,3,engross
864,flaw,3,flaw
865,harvest,3,harvest
866,mirror,3,mirror
867,particle,3,particl
868,settle,3,settl
869,transport,3,transport
870,classify,3,classifi
871,currency,3,currenc
872,deep,3,deep
873,dense,3,dens
874,dim,3,dim
875,display,3,display
876,exports,3,export
877,gigantic,3,gigant
878,impressive,3,impress
879,install,3,instal
880,lasting,3,last
881,straightforward,3,straightforward
882,uniform,3,uniform
883,vibrant,3,vibrant
884,arbitrary,3,arbitrari
885,assert,3,assert
886,astounding,3,astound
887,concur,3,concur
888,deceptively,3,decept
889,designate,3,design
890,determined,3,determin
891,instigate,3,instig
892,petition,3,petit
893,relinquish,3,relinquish
894,resilient,3,resili
895,temp,3,temp
896,bear,3,bear
897,blur,3,blur
898,brilliant,3,brilliant
899,caution,3,caution
900,delicate,3,delic
901,enhance,3,enhanc
902,in conjunction with,3,in conjunction with
903,intrigue,3,intrigu
904,obstruct,3,obstruct
905,persuade,3,persuad
906,shed,3,shed
907,unique,3,uniqu
908,well-suited,3,well-suit
909,chiefly,3,chiefli
910,coarse,3,coars
911,commonplace,3,commonplac
912,comparatively,3,compar
913,conventional,3,convent
914,curious,3,curiou
915,exceedingly,3,exceedingli
916,exclusively,3,exclus
917,immense,3,immens
918,routinely,3,routin
919,sufficiently,3,suffici
920,visibly,3,visibl
921,abroad,3,abroad
922,acceptable,3,accept
923,acclaim,3,acclaim
924,actually,3,actual
925,advice,3,advic
926,attractive,3,attract
927,autonomous,3,autonom
928,disapproval,3,disapprov
929,disruptive,3,disrupt
930,haphazardly,3,haphazardli
931,withdraw,3,withdraw
932,advantage,3,advantag
933,agile,3,agil
934,albeit,3,albeit
935,appealing,3,appeal
936,collide,3,collid
937,contemporary,3,contemporari
938,encourage,3,encourag
939,energetic,3,energet
940,frail,3,frail
941,myth,3,myth
942,refine,3,refin
943,worthwhile,3,worthwhil
944,alter,3,alter
945,ancient,3,ancient
946,annoying,3,annoy
947,anticipate,3,anticip
948,enrich,3,enrich
949,intensify,3,intensifi
950,intolerable,3,intoler
951,ongoing,3,ongo
952,propose,3,propos
953,restore,3,restor
954,vital,3,vital
955,acid,3,acid
956,cosmic,3,cosmic
957,dilute,3,dilut
958,flow,3,flow
959,insulate,3,insul
960,magnetic,3,magnet
961,pesticide,3,pesticid
962,pharmacy,3,pharmaci
963,psychotherapy,3,psychotherapi
964,reflect,3,reflect
965,sample,3,sampl
966,sociology,3,sociolog
967,substance,3,substanc
968,vision,3,vision
969,anthropology,3,anthropolog
970,bacterial,3,bacteri
971,botanical,3,botan
972,botany,3,botani
973,carbon footprint,3,carbon footprint
974,caustic,3,caustic
975,centiliter,3,centilit
976,condensation,3,condens
977,corrode,3,corrod
978,evaporation,3,evapor
979,hydroelectric,3,hydroelectr
980,kilowatt,3,kilowatt
981,light year,3,light year
982,liquidate,3,liquid
983,mutation,3,mutat
984,nebula,3,nebula
985,parameter,3,paramet
986,pendulum,3,pendulum
987,saturate,3,satur
988,solstice,3,solstic
989,carbon dioxide,3,carbon dioxid
990,classification,3,classif
991,compound,3,compound
992,decay,3,decay
993,evidence,3,evid
994,evolution,3,evolut
995,explore,3,explor
996,geology,3,geolog
997,polar,3,polar
998,pressure,3,pressur
999,shuttle,3,shuttl
1000,thermal,3,thermal
1001,X-ray,3,x-ray
1002,bacteria,3,bacteria
1003,centimeter,3,centimet
1004,control,3,control
1005,Earth,3,earth
1006,engineering,3,engin
1007,experiment,3,experi
1008,force,3,forc
1009,fuel,3,fuel
1010,negative,3,neg
1011,nuclear,3,nuclear
1012,physics,3,physic
1013,power,3,power
1014,sense,3,sens
1015,weight,3,weight
1016,astronomical,3,astronom
1017,congeal,3,congeal
1018,constellation,3,constel
1019,diffusion,3,diffus
1020,distillation,3,distil
1021,hybrid,3,hybrid
1022,impure,3,impur
1023,lunar,3,lunar
1024,magnet,3,magnet
1025,morphology,3,morpholog
1026,neurology,3,neurolog
1027,obstetrics,3,obstetr
1028,paleontology,3,paleontolog
1029,refract,3,refract
1030,soluble,3,solubl
1031,solvent,3,solvent
1032,venom,3,venom
1033,zodiac,3,zodiac
1034,alkali,3,alkali
1035,barometer,3,baromet
1036,carbon neutral,3,carbon neutr
1037,corrosion,3,corros
1038,cosmos,3,cosmo
1039,distill,3,distil
1040,eclipse,3,eclips
1041,experimentation,3,experiment
1042,fetus,3,fetu
1043,formulation,3,formul
1044,gynecology,3,gynecolog
1045,inert,3,inert
1046,infinite,3,infinit
1047,monograph,3,monograph
1048,optometry,3,optometri
1049,physiology,3,physiolog
1050,pneumatic,3,pneumat
1051,recessive,3,recess
1052,saline,3,salin
1053,sediment,3,sediment
1054,spectrum,3,spectrum
1055,unleaded,3,unlead
1056,alien,3,alien
1057,biology,3,biolog
1058,clone,3,clone
1059,cutting-edge,3,cutting-edg
1060,dissolve,3,dissolv
1061,emission,3,emiss
1062,experimental,3,experiment
1063,fumes,3,fume
1064,microscope,3,microscop
1065,nucleus,3,nucleu
1066,scale,3,scale
1067,solution,3,solut
1068,telescope,3,telescop
